loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.249782, 0.242482, 0.316149, 0.758713, 37508.82 M Ops, 4184.64 M Ops, 383.27 M Ops, 3.2893 M, 0.4374 %, 5529.21 uJ
