shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.416519,0.404967,0.413686,178.15 M Ops,12.16 M Ops,38.58 M Ops,0.5469 M,0.4169 %,188.41 uJ,0.480191,0.465164,0.741120
