loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.585947, 0.266160, 0.265734, 0.257981, 0.260948, 0.265734, 17937.83 M Ops, 1938.29 M Ops, 1255.83 M Ops, 2.3462 M, 0.4067 %, 7521.27 uJ, 0.439394, 0.212121, 0.257576, 0.153846
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.515201, 0.285171, 0.285256, 0.285085, 0.286778, 0.285256, 17937.83 M Ops, 1283.08 M Ops, 1255.83 M Ops, 2.3462 M, 0.3952 %, 6931.58 uJ, 0.348485, 0.242424, 0.242424, 0.307692
