run_id,layer,variant,data,seed,support_density,empty_read_fraction,mean_real_mass,spike_rate,membrane_diversity
tcn_ETTh1_p720_flatten_homogeneous_no_memory_seed7,embedding,homogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.01974383555352688,0.0
tcn_ETTh1_p720_flatten_homogeneous_no_memory_seed7,block0,homogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.04403167590498924,0.0
tcn_ETTh1_p720_flatten_homogeneous_no_memory_seed7,block1,homogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.0895647332072258,0.0
tcn_ETTh1_p720_flatten_homogeneous_dense_seed7,embedding,homogeneous_dense,ETTh1,7,1.0,0.0,0.9420650005340576,0.012755101546645164,0.0
tcn_ETTh1_p720_flatten_homogeneous_dense_seed7,block0,homogeneous_dense,ETTh1,7,1.0,0.0,0.9416673183441162,0.02006271295249462,0.0
tcn_ETTh1_p720_flatten_homogeneous_dense_seed7,block1,homogeneous_dense,ETTh1,7,1.0,0.0,0.943007230758667,0.03352200239896774,0.0
tcn_ETTh1_p720_flatten_homogeneous_sparse_seed7,embedding,homogeneous_sparse,ETTh1,7,0.5500832200050354,0.0004627613234333694,0.9970737099647522,0.0167410708963871,0.0
tcn_ETTh1_p720_flatten_homogeneous_sparse_seed7,block0,homogeneous_sparse,ETTh1,7,0.42645466327667236,0.005580357275903225,0.9825775623321533,0.03671077638864517,0.0
tcn_ETTh1_p720_flatten_homogeneous_sparse_seed7,block1,homogeneous_sparse,ETTh1,7,0.357133150100708,0.00782611034810543,0.9742212891578674,0.08285501599311829,0.0
tcn_ETTh1_p720_flatten_heterogeneous_no_memory_seed7,embedding,heterogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.01109760269173421,0.1048731878399849
tcn_ETTh1_p720_flatten_heterogeneous_no_memory_seed7,block0,heterogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.015352625458035618,0.1080746054649353
tcn_ETTh1_p720_flatten_heterogeneous_no_memory_seed7,block1,heterogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.02271006046794355,0.12007099390029907
tcn_ETTh1_p720_flatten_heterogeneous_dense_seed7,embedding,heterogeneous_dense,ETTh1,7,1.0,0.0,0.9531254172325134,0.011662281875032932,0.10799669474363327
tcn_ETTh1_p720_flatten_heterogeneous_dense_seed7,block0,heterogeneous_dense,ETTh1,7,1.0,0.0,0.9542727470397949,0.014741442922968417,0.11094530671834946
tcn_ETTh1_p720_flatten_heterogeneous_dense_seed7,block1,heterogeneous_dense,ETTh1,7,1.0,0.0,0.948425829410553,0.024746226030401886,0.12575583159923553
tcn_ETTh1_p720_flatten_heterogeneous_sparse_seed7,embedding,heterogeneous_sparse,ETTh1,7,0.4439358711242676,0.00390625,0.9845561981201172,0.012961043801624328,0.11179924756288528
tcn_ETTh1_p720_flatten_heterogeneous_sparse_seed7,block0,heterogeneous_sparse,ETTh1,7,0.43443435430526733,0.0018918771529570222,0.9909423589706421,0.017930218833498657,0.12070579081773758
tcn_ETTh1_p720_flatten_heterogeneous_sparse_seed7,block1,heterogeneous_sparse,ETTh1,7,0.3881213068962097,0.0055395253002643585,0.976622462272644,0.030655425740405917,0.14042922854423523
tcn_ETTh2_p720_flatten_homogeneous_no_memory_seed7,embedding,homogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.12032312899827957,0.0
tcn_ETTh2_p720_flatten_homogeneous_no_memory_seed7,block0,homogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.13115167617797852,0.0
tcn_ETTh2_p720_flatten_homogeneous_no_memory_seed7,block1,homogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.17575466632843018,0.0
tcn_ETTh2_p720_flatten_homogeneous_dense_seed7,embedding,homogeneous_dense,ETTh2,7,0.9943982362747192,0.0,0.8109885454177856,0.12585033476352692,0.0
tcn_ETTh2_p720_flatten_homogeneous_dense_seed7,block0,homogeneous_dense,ETTh2,7,0.9864930510520935,0.0066964286379516125,0.8017624020576477,0.15086893737316132,0.0
tcn_ETTh2_p720_flatten_homogeneous_dense_seed7,block1,homogeneous_dense,ETTh2,7,0.985909104347229,0.00013610627502202988,0.8089427351951599,0.18642377853393555,0.0
tcn_ETTh2_p720_flatten_homogeneous_sparse_seed7,embedding,homogeneous_sparse,ETTh2,7,0.4321115016937256,0.12282229959964752,0.8216338157653809,0.1178385391831398,0.0
tcn_ETTh2_p720_flatten_homogeneous_sparse_seed7,block0,homogeneous_sparse,ETTh2,7,0.3693937063217163,0.13332970440387726,0.7970092296600342,0.1487962305545807,0.0
tcn_ETTh2_p720_flatten_homogeneous_sparse_seed7,block1,homogeneous_sparse,ETTh2,7,0.31430956721305847,0.14624619483947754,0.7819338440895081,0.200148805975914,0.0
tcn_ETTh2_p720_flatten_heterogeneous_no_memory_seed7,embedding,heterogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.07993861334398389,0.2167777419090271
tcn_ETTh2_p720_flatten_heterogeneous_no_memory_seed7,block0,heterogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.07514548441395164,0.2137690633535385
tcn_ETTh2_p720_flatten_heterogeneous_no_memory_seed7,block1,heterogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.0915178544819355,0.2513883113861084
tcn_ETTh2_p720_flatten_heterogeneous_dense_seed7,embedding,heterogeneous_dense,ETTh2,7,0.999179482460022,0.0,0.8616988658905029,0.08440290158614516,0.2007666379213333
tcn_ETTh2_p720_flatten_heterogeneous_dense_seed7,block0,heterogeneous_dense,ETTh2,7,0.9968150854110718,0.0,0.880011796951294,0.08485132129862905,0.20706893503665924
tcn_ETTh2_p720_flatten_heterogeneous_dense_seed7,block1,heterogeneous_dense,ETTh2,7,0.9901925921440125,0.0,0.836592435836792,0.0965434992685914,0.2732723355293274
tcn_ETTh2_p720_flatten_heterogeneous_sparse_seed7,embedding,heterogeneous_sparse,ETTh2,7,0.3524724543094635,0.13501742482185364,0.7983167767524719,0.0836289580911398,0.21002843976020813
tcn_ETTh2_p720_flatten_heterogeneous_sparse_seed7,block0,heterogeneous_sparse,ETTh2,7,0.3157684803009033,0.17416158318519592,0.7563804388046265,0.08184191584587097,0.23172886669635773
tcn_ETTh2_p720_flatten_heterogeneous_sparse_seed7,block1,heterogeneous_sparse,ETTh2,7,0.3256504535675049,0.11394817382097244,0.820985734462738,0.09504543896764517,0.29558297991752625
tcn_ETTh1_p720_flatten_homogeneous_no_memory_seed13,embedding,homogeneous_no_memory,ETTh1,13,0.0,1.0,0.0,0.01783056929707527,0.0
