variant,mse,mse_sd,mae,mae_sd
heterogeneous_dense,0.840394022653825,0.032523935624985324,0.642260726895703,0.013403208955410483
heterogeneous_no_memory,0.8096131843834579,0.05110274445963211,0.6270392205168863,0.022167746547409724
heterogeneous_sparse,0.8543517225850259,0.0751285432143763,0.647211066308342,0.021695674446497677
homogeneous_dense,0.842025340162512,0.09016064227815805,0.6430179060181169,0.023468404704682016
homogeneous_no_memory,0.842784412545845,0.08323239772413349,0.6428352978576449,0.02439818217711841
homogeneous_sparse,0.8254723482035105,0.021632259139836907,0.6420798979795456,0.005550954110156085
