loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.199654,0.080672,0.197369,95.55 M Ops,10.82 M Ops,4.59 M Ops,0.2711 M,0.4045 %,30.84 uJ,0.080672,0.197369,0.953409
