snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.390016,0.371287,0.387240,85.61 M Ops,7.08 M Ops,18.26 M Ops,0.3781 M,0.5730 %,90.36 uJ,0.371287,0.387240,0.761224
