epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.732291,0.550064,0.860498,0.173621,0.000002,0.451240,0.283843,0.883593,0.158561,0.284524,0.378208
1,0.611964,0.473196,0.903253,0.129735,0.000001,0.387696,0.260792,0.908626,0.117817,0.260726,0.359948
2,0.539806,0.431922,0.918609,0.098698,0.000001,0.349140,0.242481,0.920856,0.097451,0.242762,0.344734
3,0.501317,0.404439,0.921861,0.087660,0.000001,0.330653,0.231572,0.920291,0.089878,0.231706,0.334953
4,0.472853,0.379302,0.920225,0.084349,0.000002,0.325409,0.228200,0.917434,0.088035,0.227968,0.331321
5,0.452818,0.360424,0.918084,0.083213,0.000002,0.322008,0.226376,0.913229,0.086500,0.226447,0.329819
6,0.438731,0.346678,0.915674,0.082896,0.000002,0.320361,0.224453,0.912543,0.086783,0.224360,0.329041
7,0.425679,0.333498,0.913150,0.083050,0.000002,0.321540,0.225712,0.908391,0.086743,0.225666,0.330010
8,0.414878,0.322595,0.909793,0.083185,0.000002,0.323658,0.227528,0.905504,0.087074,0.227317,0.330859
9,0.405888,0.313340,0.906932,0.083478,0.000002,0.324563,0.228255,0.900943,0.087299,0.228139,0.331832
10,0.399575,0.306979,0.904868,0.083547,0.000002,0.324382,0.228041,0.899947,0.087342,0.227841,0.331776
11,0.398835,0.306249,0.904959,0.083536,0.000002,0.324453,0.228009,0.899659,0.087447,0.227763,0.331707
12,0.398069,0.305479,0.904110,0.083549,0.000001,0.325154,0.229095,0.899257,0.087067,0.228197,0.332114
13,0.397304,0.304631,0.903818,0.083635,0.000002,0.325021,0.228249,0.898047,0.087792,0.228417,0.332295
