epoch,train_loss,train_mse,train_mae,train_max_abs_state,train_firing_rate,train_eta,train_kappa,train_would_cap_rate,train_support_p,train_score_std,train_grad_WQ_norm,train_grad_WK_norm,train_grad_eta_hat_norm,train_grad_WQ_absmax,train_grad_WK_absmax,train_grad_absmax_all,train_singleton_frac,train_grad_total_norm_pre_mean,train_grad_total_norm_pre_max,train_clip_rate_all_batches,train_batches_seen,val_loss,val_mse,val_mae
0,0.433289,0.433289,0.552724,207.806885,0.200765,1.000000,0.733885,0.117872,0.418496,0.819489,2104362.000000,237286768.000000,0.000000,1375986.500000,171576928.000000,171576928.000000,0.042218,878689650.125000,3913563392.000000,1.000000,8.000000,0.456622,0.456622,0.573995
