epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.549060,0.549060,0.478236,0.296573,0.296573,0.395100
1,0.431104,0.431104,0.402018,0.274914,0.274914,0.379001
2,0.417144,0.417144,0.396535,0.295091,0.295091,0.394084
3,0.409229,0.409229,0.392773,0.279483,0.279483,0.381626
4,0.402940,0.402940,0.390802,0.293966,0.293966,0.391175
5,0.396566,0.396566,0.387832,0.267008,0.267008,0.373797
6,0.393740,0.393740,0.387051,0.278007,0.278007,0.380464
7,0.391667,0.391667,0.386785,0.264687,0.264687,0.370767
8,0.390071,0.390071,0.386074,0.273848,0.273848,0.378514
9,0.388341,0.388341,0.386184,0.264042,0.264042,0.370917
10,0.387190,0.387190,0.385760,0.269471,0.269471,0.373462
11,0.384765,0.384765,0.384777,0.264357,0.264357,0.370626
12,0.383054,0.383054,0.384340,0.267431,0.267431,0.372364
13,0.381208,0.381208,0.382923,0.262183,0.262183,0.368479
14,0.380613,0.380613,0.382866,0.268910,0.268910,0.373000
15,0.380180,0.380180,0.382082,0.292336,0.292336,0.391047
16,0.379659,0.379659,0.382033,0.267093,0.267093,0.372192
17,0.378247,0.378247,0.381564,0.278149,0.278149,0.381173
18,0.377513,0.377513,0.380815,0.280622,0.280622,0.382299
19,0.376769,0.376769,0.381053,0.268819,0.268819,0.373388
