epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.534011,0.534011,0.527918,0.855743,0.855743,0.646816
1,0.401908,0.401908,0.455248,0.813138,0.813138,0.629449
2,0.381875,0.381875,0.442620,0.764870,0.764870,0.608818
3,0.370811,0.370811,0.435437,0.758689,0.758689,0.602734
4,0.362345,0.362345,0.429532,0.749480,0.749480,0.600144
5,0.355051,0.355051,0.424961,0.736392,0.736392,0.593446
6,0.351711,0.351711,0.423177,0.722162,0.722162,0.588177
7,0.347381,0.347381,0.420306,0.736076,0.736076,0.594554
8,0.343566,0.343566,0.417866,0.727929,0.727929,0.591933
9,0.340771,0.340771,0.416440,0.731672,0.731672,0.591168
10,0.337096,0.337096,0.413922,0.734688,0.734688,0.591380
11,0.335538,0.335538,0.412933,0.739254,0.739254,0.594343
12,0.334263,0.334263,0.412340,0.735766,0.735766,0.591314
