snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.289239,0.273514,0.289270,3769.95 M Ops,287.46 M Ops,50.32 M Ops,1.3330 M,0.3826 %,490.19 uJ,0.330428,0.332955,0.528207
snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.289030,0.274437,0.289059,3769.95 M Ops,294.52 M Ops,50.32 M Ops,1.3330 M,0.3865 %,496.54 uJ,0.330853,0.332079,0.526615
snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.288903,0.273635,0.288933,3769.95 M Ops,311.50 M Ops,50.32 M Ops,1.3330 M,0.3863 %,511.82 uJ,0.329969,0.332056,0.527999
