loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.393359,0.400749,0.393171,294.19 M Ops,22.50 M Ops,5.83 M Ops,1.1452 M,0.3817 %,47.06 uJ,0.528266,0.465581,0.741082
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.394727,0.404128,0.394550,294.19 M Ops,22.99 M Ops,5.83 M Ops,1.1452 M,0.3870 %,47.50 uJ,0.534882,0.468104,0.738900
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.393454,0.401572,0.393274,294.19 M Ops,21.58 M Ops,5.83 M Ops,1.1452 M,0.3872 %,46.23 uJ,0.530367,0.466400,0.740551
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.393174,0.401036,0.392989,294.19 M Ops,22.19 M Ops,5.83 M Ops,1.1452 M,0.3830 %,46.77 uJ,0.529686,0.465958,0.740897
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.394398,0.401596,0.394217,294.19 M Ops,22.19 M Ops,5.83 M Ops,1.1452 M,0.3877 %,46.78 uJ,0.530897,0.467397,0.740536
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.393961,0.400979,0.393780,294.19 M Ops,21.92 M Ops,5.83 M Ops,1.1452 M,0.3817 %,46.53 uJ,0.528701,0.466409,0.740934
