epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.673844,0.673844,0.598603,1.349332,1.349332,0.824768
1,0.556353,0.556353,0.537135,1.242428,1.242428,0.782342
2,0.526656,0.526656,0.524450,1.216286,1.216286,0.771521
3,0.514010,0.514010,0.519487,1.196028,1.196028,0.764005
4,0.504725,0.504725,0.515819,1.225484,1.225484,0.776793
5,0.499379,0.499379,0.514151,1.213785,1.213785,0.773698
6,0.492957,0.492957,0.511466,1.211835,1.211835,0.772314
7,0.486155,0.486155,0.508227,1.231770,1.231770,0.784544
8,0.482439,0.482439,0.506417,1.225682,1.225682,0.780506
9,0.479047,0.479047,0.504731,1.245895,1.245895,0.789654
