epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.405938,0.374854,0.995833,0.211253,0.000008,0.743015,0.715607,0.887673,0.185306,0.717291,0.570327
1,0.365681,0.339657,0.903305,0.169903,0.000002,0.721719,0.697256,0.845781,0.160056,0.702758,0.563595
2,0.351454,0.327139,0.876595,0.155492,0.000002,0.707562,0.684060,0.824413,0.152577,0.687641,0.557789
3,0.340774,0.317186,0.861273,0.149752,0.000002,0.716228,0.693449,0.803278,0.147466,0.695724,0.562724
4,0.332910,0.309530,0.850257,0.148769,0.000002,0.716052,0.693187,0.796282,0.149019,0.696810,0.563925
5,0.325850,0.302422,0.845829,0.149700,0.000002,0.722599,0.699856,0.791566,0.148272,0.701607,0.567366
6,0.316430,0.293023,0.841765,0.149887,0.000001,0.722302,0.699432,0.787845,0.149912,0.700549,0.565397
7,0.314793,0.291359,0.841778,0.150158,0.000001,0.719338,0.696426,0.784932,0.150627,0.699406,0.565207
8,0.314033,0.290597,0.840521,0.150314,0.000001,0.724789,0.701961,0.786736,0.149610,0.703630,0.567228
9,0.313205,0.289723,0.840529,0.150772,0.000001,0.722056,0.699124,0.785764,0.150744,0.702943,0.567095
