epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.170562,0.170562,0.054293,0.054293,0.000000,0.000000
1,0.042298,0.042298,0.034862,0.034862,0.000000,0.000000
2,0.031924,0.031924,0.030635,0.030635,0.000000,0.000000
3,0.029195,0.029195,0.028773,0.028773,0.000000,0.000000
4,0.027760,0.027760,0.026617,0.026617,0.000000,0.000000
5,0.026567,0.026567,0.025702,0.025702,0.000000,0.000000
6,0.025795,0.025795,0.024845,0.024845,0.000000,0.000000
7,0.025242,0.025242,0.024571,0.024571,0.000000,0.000000
8,0.024756,0.024756,0.024026,0.024026,0.000000,0.000000
9,0.024385,0.024385,0.023393,0.023393,0.000000,0.000000
10,0.024111,0.024111,0.023031,0.023031,0.000000,0.000000
11,0.024012,0.024012,0.023234,0.023234,0.000000,0.000000
12,0.023792,0.023792,0.022591,0.022591,0.000000,0.000000
13,0.023566,0.023566,0.023140,0.023140,0.000000,0.000000
14,0.023471,0.023471,0.022739,0.022739,0.000000,0.000000
15,0.023392,0.023392,0.022169,0.022169,0.000000,0.000000
16,0.023347,0.023347,0.022211,0.022211,0.000000,0.000000
17,0.023238,0.023238,0.022253,0.022253,0.000000,0.000000
18,0.023085,0.023085,0.021813,0.021813,0.000000,0.000000
19,0.023048,0.023048,0.021804,0.021804,0.000000,0.000000
20,0.023045,0.023045,0.021725,0.021725,0.000000,0.000000
21,0.022989,0.022989,0.021695,0.021695,0.000000,0.000000
22,0.022906,0.022906,0.021722,0.021722,0.000000,0.000000
23,0.022928,0.022928,0.021696,0.021696,0.000000,0.000000
24,0.022887,0.022887,0.021531,0.021531,0.000000,0.000000
25,0.022894,0.022894,0.021569,0.021569,0.000000,0.000000
26,0.022770,0.022770,0.021678,0.021678,0.000000,0.000000
27,0.022730,0.022730,0.021687,0.021687,0.000000,0.000000
