loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.637576, 0.228137, 0.227972, 0.223136, 0.224612, 0.227972, 7138.42 M Ops, 402.54 M Ops, 444.73 M Ops, 3.4822 M, 0.3946 %, 2408.05 uJ, 0.348485, 0.151515, 0.227273, 0.184615
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.513487, 0.258555, 0.258159, 0.230641, 0.266606, 0.258159, 6306.78 M Ops, 506.02 M Ops, 442.57 M Ops, 3.4822 M, 0.3794 %, 2491.26 uJ, 0.590909, 0.106061, 0.181818, 0.153846
