epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.168478,0.168478,0.054252,0.054252,0.000000,0.000000
1,0.041775,0.041775,0.035479,0.035479,0.000000,0.000000
2,0.031931,0.031931,0.031212,0.031212,0.000000,0.000000
3,0.029110,0.029110,0.029187,0.029187,0.000000,0.000000
4,0.027785,0.027785,0.027429,0.027429,0.000000,0.000000
5,0.026628,0.026628,0.026125,0.026125,0.000000,0.000000
6,0.025813,0.025813,0.025074,0.025074,0.000000,0.000000
7,0.025157,0.025157,0.024645,0.024645,0.000000,0.000000
8,0.024785,0.024785,0.024235,0.024235,0.000000,0.000000
9,0.024448,0.024448,0.023155,0.023155,0.000000,0.000000
10,0.024121,0.024121,0.023117,0.023117,0.000000,0.000000
11,0.023902,0.023902,0.023230,0.023230,0.000000,0.000000
12,0.023794,0.023794,0.022777,0.022777,0.000000,0.000000
13,0.023549,0.023549,0.023057,0.023057,0.000000,0.000000
14,0.023462,0.023462,0.022380,0.022380,0.000000,0.000000
15,0.023309,0.023309,0.022188,0.022188,0.000000,0.000000
16,0.023315,0.023315,0.022435,0.022435,0.000000,0.000000
17,0.023142,0.023142,0.022011,0.022011,0.000000,0.000000
18,0.023027,0.023027,0.021952,0.021952,0.000000,0.000000
19,0.022978,0.022978,0.021798,0.021798,0.000000,0.000000
20,0.023000,0.023000,0.022171,0.022171,0.000000,0.000000
21,0.022857,0.022857,0.021886,0.021886,0.000000,0.000000
22,0.022770,0.022770,0.021410,0.021410,0.000000,0.000000
23,0.022713,0.022713,0.021862,0.021862,0.000000,0.000000
24,0.022695,0.022695,0.021468,0.021468,0.000000,0.000000
25,0.022728,0.022728,0.021329,0.021329,0.000000,0.000000
26,0.022606,0.022606,0.021447,0.021447,0.000000,0.000000
27,0.022551,0.022551,0.021551,0.021551,0.000000,0.000000
28,0.022600,0.022600,0.021112,0.021112,0.000000,0.000000
29,0.022522,0.022522,0.021131,0.021131,0.000000,0.000000
30,0.022411,0.022411,0.021075,0.021075,0.000000,0.000000
31,0.022495,0.022495,0.021272,0.021272,0.000000,0.000000
32,0.022347,0.022347,0.021012,0.021012,0.000000,0.000000
33,0.022318,0.022318,0.020923,0.020923,0.000000,0.000000
34,0.022343,0.022343,0.021417,0.021417,0.000000,0.000000
35,0.022263,0.022263,0.021156,0.021156,0.000000,0.000000
36,0.022273,0.022273,0.020900,0.020900,0.000000,0.000000
37,0.022218,0.022218,0.020907,0.020907,0.000000,0.000000
38,0.022274,0.022274,0.021212,0.021212,0.000000,0.000000
39,0.022119,0.022119,0.020720,0.020720,0.000000,0.000000
40,0.022119,0.022119,0.020674,0.020674,0.000000,0.000000
41,0.022079,0.022079,0.020846,0.020846,0.000000,0.000000
42,0.022106,0.022106,0.020597,0.020597,0.000000,0.000000
43,0.022097,0.022097,0.020452,0.020452,0.000000,0.000000
44,0.021956,0.021956,0.020703,0.020703,0.000000,0.000000
45,0.022069,0.022069,0.020730,0.020730,0.000000,0.000000
46,0.022009,0.022009,0.021042,0.021042,0.000000,0.000000
