epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.454663,0.421052,1.102183,0.225889,0.000005,0.804961,0.774152,0.988182,0.209273,0.774468,0.591175
1,0.395187,0.366004,0.990498,0.192788,0.000001,0.765682,0.737736,0.948219,0.184642,0.739369,0.573932
2,0.382277,0.355177,0.963089,0.174688,0.000000,0.746865,0.720417,0.924561,0.172023,0.721722,0.565968
3,0.374768,0.348940,0.946608,0.163626,0.000000,0.744465,0.719378,0.908367,0.160030,0.719083,0.564968
4,0.368772,0.343772,0.934911,0.156508,0.000000,0.741219,0.716660,0.897081,0.155878,0.715745,0.563453
5,0.364194,0.339661,0.925908,0.152739,0.000000,0.737133,0.712950,0.888510,0.152977,0.714196,0.563675
6,0.360607,0.336333,0.921825,0.150566,0.000000,0.730438,0.706397,0.885156,0.151895,0.706109,0.560453
7,0.357733,0.333555,0.918050,0.149982,0.000000,0.729008,0.704988,0.882837,0.151912,0.706824,0.561036
8,0.355246,0.331029,0.913431,0.150829,0.000000,0.733365,0.709394,0.877040,0.152005,0.709263,0.562954
9,0.353642,0.329241,0.911214,0.152885,0.000000,0.726557,0.702223,0.876203,0.155721,0.703858,0.561245
10,0.351579,0.327029,0.910130,0.154480,0.000000,0.731108,0.706695,0.872286,0.156907,0.707106,0.562959
11,0.349778,0.325141,0.907551,0.155615,0.000000,0.731209,0.706685,0.870106,0.158231,0.708433,0.564121
12,0.348415,0.323522,0.907239,0.158211,0.000001,0.735717,0.710863,0.871115,0.161437,0.710939,0.565538
13,0.345412,0.320400,0.906622,0.159462,0.000000,0.732513,0.707752,0.869880,0.160623,0.708744,0.564568
14,0.345126,0.320123,0.906457,0.159385,0.000000,0.734130,0.709361,0.869094,0.160780,0.708625,0.564618
15,0.345145,0.320126,0.905893,0.159600,0.000000,0.732401,0.707649,0.868588,0.160669,0.707998,0.564322
