shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.392664,0.391813,0.392748,196.45 M Ops,17.22 M Ops,40.23 M Ops,0.5510 M,0.4757 %,200.58 uJ,0.430511,0.415904,0.645206
