loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.385360, 0.362541, 0.389785, 184.51 M Ops, 26.73 M Ops, 12.05 M Ops, 0.2695 M, 0.2421 %, 79.49 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.385758, 0.362504, 0.389780, 184.51 M Ops, 26.74 M Ops, 12.05 M Ops, 0.2695 M, 0.2421 %, 79.49 uJ
