snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.408560,0.320312,0.407813,94.71 M Ops,6.37 M Ops,2.87 M Ops,0.5169 M,0.4023 %,18.92 uJ,0.465679,0.527261,0.806699
snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.412679,0.325959,0.411818,94.71 M Ops,7.15 M Ops,2.87 M Ops,0.5169 M,0.4103 %,19.63 uJ,0.475690,0.534023,0.803291
snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.412834,0.326598,0.412029,94.71 M Ops,7.22 M Ops,2.87 M Ops,0.5169 M,0.4105 %,19.68 uJ,0.476302,0.534215,0.802906
