loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.431123, 0.239544, 0.239918, 0.210885, 0.220804, 0.239918, 1827.10 M Ops, 139.85 M Ops, 356.48 M Ops, 0.0567 M, 0.4364 %, 1765.68 uJ, 0.454545, 0.045455, 0.121212, 0.338462
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.417152, 0.254753, 0.255012, 0.237671, 0.260174, 0.255012, 2229.07 M Ops, 233.91 M Ops, 368.48 M Ops, 0.0567 M, 0.4666 %, 1905.53 uJ, 0.439394, 0.090909, 0.166667, 0.323077
