epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.334308,0.334308,1.000000,0.444557,0.444557,0.000000,0.000000,0.444569,0.450366
1,0.274530,0.274530,1.000000,0.407061,0.407061,0.000000,0.000000,0.407113,0.428631
2,0.256570,0.256570,1.000000,0.387653,0.387653,0.000000,0.000000,0.387369,0.417146
3,0.246406,0.246406,1.000000,0.381885,0.381885,0.000000,0.000000,0.381993,0.413995
4,0.239731,0.239731,1.000000,0.375536,0.375536,0.000000,0.000000,0.375363,0.409847
5,0.234405,0.234405,1.000000,0.370780,0.370780,0.000000,0.000000,0.370918,0.406856
6,0.230037,0.230037,1.000000,0.370938,0.370938,0.000000,0.000000,0.370923,0.407292
7,0.226073,0.226073,1.000000,0.370352,0.370352,0.000000,0.000000,0.370343,0.406396
8,0.222519,0.222519,1.000000,0.368698,0.368698,0.000000,0.000000,0.368636,0.405030
9,0.218984,0.218984,1.000000,0.369060,0.369060,0.000000,0.000000,0.369342,0.406365
10,0.215566,0.215566,1.000000,0.369939,0.369939,0.000000,0.000000,0.369843,0.406321
11,0.212393,0.212393,1.000000,0.371524,0.371524,0.000000,0.000000,0.371671,0.407635
