loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.417954,0.335314,0.417639,94.71 M Ops,6.93 M Ops,2.87 M Ops,0.5335 M,0.3746 %,19.43 uJ,0.488029,0.541165,0.797646
