epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.033740,0.021196,0.125444,0.137544,0.012653,0.005972,0.066816,0.120506
1,0.019534,0.012384,0.071503,0.143822,0.008457,0.003252,0.052051,0.128324
2,0.017577,0.010909,0.066687,0.154199,0.007158,0.002304,0.048536,0.130656
3,0.016776,0.010422,0.063542,0.156920,0.006380,0.001870,0.045108,0.131381
4,0.016241,0.010220,0.060211,0.155936,0.005908,0.001743,0.041650,0.132105
5,0.015973,0.010143,0.058300,0.157024,0.005783,0.001715,0.040674,0.132482
6,0.015857,0.010071,0.057856,0.158564,0.005735,0.001666,0.040697,0.134089
7,0.015790,0.010059,0.057305,0.159921,0.005531,0.001591,0.039409,0.135108
8,0.015720,0.010020,0.057002,0.159895,0.005563,0.001611,0.039519,0.134923
9,0.015717,0.010004,0.057138,0.160863,0.005441,0.001546,0.038946,0.136100
10,0.015631,0.009979,0.056520,0.161408,0.005380,0.001492,0.038884,0.136324
11,0.015638,0.009974,0.056636,0.162271,0.005432,0.001524,0.039080,0.138680
12,0.015596,0.009955,0.056407,0.163478,0.005428,0.001525,0.039029,0.138951
13,0.015540,0.009940,0.056004,0.164532,0.005327,0.001554,0.037725,0.139641
