loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.433656,0.408883,0.429665,56.34 M Ops,9.67 M Ops,1.66 M Ops,0.2686 M,0.3868 %,16.33 uJ,0.558645,0.521377,0.738778
