epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.655020,0.655020,0.589506,1.330124,1.330124,0.819483
1,0.567487,0.567487,0.544228,1.297376,1.297376,0.808060
2,0.555984,0.555984,0.538434,1.292290,1.292290,0.806450
3,0.549412,0.549412,0.534523,1.289546,1.289546,0.806399
4,0.541996,0.541996,0.530171,1.275749,1.275749,0.801954
5,0.535482,0.535482,0.527142,1.269923,1.269923,0.798368
6,0.530981,0.530981,0.525256,1.272340,1.272340,0.796111
7,0.525269,0.525269,0.522472,1.270355,1.270355,0.799699
8,0.522151,0.522151,0.521024,1.275508,1.275508,0.799443
9,0.516693,0.516693,0.518093,1.284430,1.284430,0.800009
10,0.514829,0.514829,0.517229,1.277317,1.277317,0.797232
11,0.513266,0.513266,0.516452,1.274433,1.274433,0.795108
