loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.417434, 0.407141, 0.427094, 0.739891, 107.65 M Ops, 16.28 M Ops, 2.49 M Ops, 0.5358 M, 0.3841 %, 26.10 uJ
loss,mse,mae,mse_long,mae_long,R2,total_op,ACop,MACop,capacity,firing_rate,energy
0.417434,0.407141,0.427094,0.479516,0.479095,0.739891,107.65 M Ops,16.28 M Ops,2.49 M Ops,0.5358 M,0.3841 %,26.10 uJ
