epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_tot_acc,val_acc,val_f1,val_pre
0,1.383103,1.383103,1.000000,1.386131,1.386131,0.000000,0.296578,0.295921,0.254802,0.278132
1,1.397143,1.397143,1.000000,1.397631,1.397631,0.000000,0.247148,0.248776,0.172773,0.184836
2,1.390510,1.390510,1.000000,1.386558,1.386558,0.000000,0.243346,0.243998,0.163038,0.123744
3,1.400284,1.400284,1.000000,1.390133,1.390133,0.000000,0.285171,0.285489,0.189552,0.154417
4,1.394228,1.394228,1.000000,1.381804,1.381804,0.000000,0.288973,0.288986,0.212020,0.227800
5,1.375015,1.375015,1.000000,1.391919,1.391919,0.000000,0.273764,0.273660,0.178011,0.192249
6,1.365923,1.365923,1.000000,1.392633,1.392633,0.000000,0.281369,0.281294,0.182349,0.276351
7,1.359764,1.359764,1.000000,1.382461,1.382461,0.000000,0.288973,0.289044,0.202050,0.452957
8,1.340549,1.340549,1.000000,1.393788,1.393788,0.000000,0.285171,0.285023,0.207457,0.227708
9,1.327075,1.327075,1.000000,1.396493,1.396493,0.000000,0.288973,0.288928,0.217452,0.299155
10,1.320669,1.320669,1.000000,1.395027,1.395027,0.000000,0.288973,0.288811,0.216778,0.340526
11,1.304629,1.304629,1.000000,1.396961,1.396961,0.000000,0.292776,0.292483,0.232143,0.308317
12,1.293886,1.293886,1.000000,1.393997,1.393997,0.000000,0.292776,0.292424,0.243383,0.335678
13,1.283340,1.283340,1.000000,1.403881,1.403881,0.000000,0.300380,0.300233,0.243573,0.357999
14,1.275713,1.275713,1.000000,1.406111,1.406111,0.000000,0.304182,0.303963,0.248093,0.350147
