loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.406111, 0.304182, 0.303963, 0.248093, 0.350147, 0.303963, 10402.72 M Ops, 350.12 M Ops, 444.57 M Ops, 3.7002 M, 0.4058 %, 2360.12 uJ, 0.787879, 0.090909, 0.090909, 0.246154
