loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.222747, 0.970270, 0.974927, 0.971648, 0.969464, 0.974927, 5088.30 M Ops, 631.85 M Ops, 60.18 M Ops, 23.0724 M, 0.3586 %, 845.47 uJ, 1.000000, 0.942857, 0.943182, 0.977273, 1.000000, 1.000000, 1.000000, 0.980000, 0.931035
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.225274, 0.964865, 0.972402, 0.969681, 0.968788, 0.972402, 5088.30 M Ops, 621.48 M Ops, 60.18 M Ops, 23.0724 M, 0.3598 %, 836.13 uJ, 1.000000, 0.942857, 0.920455, 0.977273, 1.000000, 1.000000, 1.000000, 0.980000, 0.931035
