loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.298044, 0.299631, 0.352265, 61.52 M Ops, 16.27 M Ops, 7.14 M Ops, 0.0855 M, 0.3770 %, 47.46 uJ
