epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.655284,0.655284,0.587584,1.297459,1.297459,0.802334
1,0.549052,0.549052,0.533047,1.243809,1.243809,0.784217
2,0.528205,0.528205,0.523331,1.217273,1.217273,0.776455
3,0.513124,0.513124,0.516844,1.211994,1.211994,0.772233
4,0.504482,0.504482,0.513133,1.227837,1.227837,0.778789
5,0.496450,0.496450,0.509676,1.221803,1.221803,0.780532
6,0.491695,0.491695,0.508511,1.244257,1.244257,0.788344
7,0.485320,0.485320,0.505476,1.264589,1.264589,0.798633
8,0.481812,0.481812,0.503779,1.274337,1.274337,0.800810
9,0.478979,0.478979,0.502427,1.283161,1.283161,0.804217
