epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.399212,0.245774,0.306877,0.095243,0.145278,0.039326,0.211905,0.081505
1,0.295329,0.143099,0.304460,0.120565,0.137134,0.031887,0.210495,0.079579
2,0.284498,0.132574,0.303847,0.126687,0.134654,0.029607,0.210094,0.089629
3,0.286688,0.135016,0.303343,0.132532,0.134265,0.029217,0.210095,0.093750
4,0.283253,0.131645,0.303217,0.137008,0.133343,0.028095,0.210496,0.100495
5,0.285108,0.133439,0.303338,0.138854,0.132867,0.027896,0.209941,0.099290
6,0.283621,0.132170,0.302902,0.143201,0.133951,0.029153,0.209596,0.102818
7,0.283509,0.132201,0.302617,0.145097,0.133541,0.028597,0.209889,0.105185
8,0.284037,0.132736,0.302600,0.147869,0.132507,0.027802,0.209410,0.105524
9,0.284280,0.133032,0.302495,0.149016,0.136093,0.030738,0.210711,0.109091
10,0.283680,0.132322,0.302715,0.150688,0.131152,0.026504,0.209296,0.111365
11,0.280844,0.129659,0.302372,0.151510,0.131047,0.026303,0.209489,0.113447
12,0.282812,0.131435,0.302755,0.153857,0.131566,0.026485,0.210162,0.113836
13,0.286484,0.135147,0.302675,0.155773,0.131258,0.026360,0.209798,0.114590
14,0.281119,0.129897,0.302443,0.156254,0.131802,0.027002,0.209598,0.115171
