loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.466355,0.472336,0.455109,108.96 M Ops,17.42 M Ops,3.67 M Ops,0.5431 M,0.2508 %,32.57 uJ,0.533207,0.508528,0.567132
