epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.068331,0.015742,0.052590,0.085458,0.026200,0.002695,0.023506,0.088949
1,0.033266,0.010538,0.022727,0.094650,0.019787,0.001790,0.017997,0.098813
2,0.030243,0.010180,0.020063,0.100423,0.018821,0.001684,0.017136,0.100713
3,0.029539,0.010045,0.019494,0.102240,0.018356,0.001602,0.016754,0.104510
4,0.029567,0.010000,0.019567,0.104800,0.018477,0.001540,0.016937,0.107704
5,0.029624,0.009913,0.019710,0.106633,0.018076,0.001430,0.016647,0.104741
6,0.029346,0.009876,0.019470,0.105819,0.017988,0.001479,0.016510,0.104890
7,0.029341,0.009861,0.019480,0.106306,0.017977,0.001365,0.016612,0.106274
8,0.029372,0.009840,0.019532,0.106285,0.017944,0.001386,0.016558,0.104502
9,0.029327,0.009843,0.019484,0.106418,0.018016,0.001428,0.016589,0.107328
10,0.029246,0.009823,0.019423,0.106215,0.017519,0.001359,0.016160,0.103481
11,0.029088,0.009815,0.019273,0.105297,0.017526,0.001392,0.016134,0.103020
12,0.029064,0.009803,0.019260,0.105060,0.017881,0.001358,0.016524,0.103856
13,0.029019,0.009812,0.019207,0.104658,0.017774,0.001386,0.016388,0.104076
