epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.055547,0.030893,0.246533,0.200382,0.021997,0.008715,0.132824,0.198208
1,0.029427,0.018086,0.113404,0.229412,0.015283,0.006757,0.085253,0.206731
2,0.025664,0.017036,0.086287,0.245080,0.013215,0.006294,0.069219,0.214461
3,0.024297,0.016798,0.074996,0.255582,0.012236,0.006171,0.060650,0.222602
4,0.023516,0.016702,0.068141,0.263369,0.011294,0.005778,0.055156,0.225655
5,0.022850,0.016525,0.063255,0.270848,0.010965,0.005872,0.050933,0.230521
6,0.022331,0.016337,0.059938,0.275963,0.010735,0.005869,0.048655,0.233735
7,0.022204,0.016415,0.057887,0.279604,0.010403,0.005760,0.046436,0.234722
8,0.022005,0.016401,0.056042,0.282033,0.010216,0.005721,0.044944,0.236754
9,0.021812,0.016339,0.054734,0.284484,0.009993,0.005626,0.043669,0.241082
10,0.021712,0.016326,0.053852,0.286641,0.009966,0.005662,0.043039,0.243424
11,0.021614,0.016307,0.053069,0.289843,0.010070,0.005857,0.042133,0.245104
12,0.021497,0.016289,0.052076,0.292918,0.010250,0.006153,0.040966,0.246457
