epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.272437,0.272437,1.000000,0.241953,0.241953,0.000000,0.000000,0.123453,0.237503
1,0.261042,0.261042,1.000000,0.240594,0.240594,0.000000,0.000000,0.123885,0.236794
2,0.260107,0.260107,1.000000,0.244783,0.244783,0.000000,0.000000,0.125048,0.240431
3,0.257887,0.257887,1.000000,0.239226,0.239226,0.000000,0.000000,0.121296,0.234844
4,0.255371,0.255371,1.000000,0.238589,0.238589,0.000000,0.000000,0.122056,0.234799
5,0.254458,0.254458,1.000000,0.239415,0.239415,0.000000,0.000000,0.121597,0.235158
6,0.253391,0.253391,1.000000,0.238823,0.238823,0.000000,0.000000,0.121028,0.234283
7,0.253726,0.253726,1.000000,0.239492,0.239492,0.000000,0.000000,0.120672,0.235082
8,0.250873,0.250873,1.000000,0.237772,0.237772,0.000000,0.000000,0.120604,0.233468
9,0.249733,0.249733,1.000000,0.238008,0.238008,0.000000,0.000000,0.120574,0.233652
10,0.249588,0.249588,1.000000,0.238183,0.238183,0.000000,0.000000,0.120542,0.233773
11,0.250345,0.250345,1.000000,0.237672,0.237672,0.000000,0.000000,0.120553,0.233332
12,0.249332,0.249332,1.000000,0.237506,0.237506,0.000000,0.000000,0.120351,0.233192
13,0.249133,0.249133,1.000000,0.238001,0.238001,0.000000,0.000000,0.120810,0.233824
14,0.249720,0.249720,1.000000,0.237775,0.237775,0.000000,0.000000,0.120523,0.233465
15,0.249016,0.249016,1.000000,0.237507,0.237507,0.000000,0.000000,0.120421,0.233201
