epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.033982,0.021311,0.126708,0.137597,0.012332,0.006023,0.063093,0.121185
1,0.019780,0.012492,0.072885,0.142890,0.008703,0.003285,0.054180,0.126712
2,0.017834,0.010957,0.068766,0.154198,0.007206,0.002304,0.049021,0.134728
3,0.016740,0.010439,0.063004,0.159827,0.006402,0.001930,0.044714,0.137654
4,0.016359,0.010228,0.061314,0.162570,0.006132,0.001862,0.042706,0.138852
5,0.016077,0.010152,0.059245,0.165302,0.005899,0.001824,0.040747,0.139808
6,0.015818,0.010083,0.057343,0.165008,0.005582,0.001652,0.039301,0.138138
7,0.015754,0.010073,0.056814,0.164084,0.005508,0.001562,0.039453,0.139749
8,0.015674,0.010033,0.056414,0.164635,0.005452,0.001615,0.038378,0.140855
9,0.015563,0.010018,0.055447,0.165814,0.005387,0.001615,0.037716,0.142137
10,0.015442,0.009995,0.054467,0.166788,0.005245,0.001563,0.036824,0.143117
