snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.432346,0.408999,0.431227,294.07 M Ops,11.28 M Ops,192.20 M Ops,1.1409 M,0.4484 %,894.29 uJ,0.562410,0.524577,0.738704
