loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.166201, 0.986486, 0.986118, 0.984322, 0.982987, 0.986118, 68.80 M Ops, 3.88 M Ops, 7.26 M Ops, 2.9486 M, 0.5458 %, 36.91 uJ, 1.000000, 1.000000, 1.000000, 0.954545, 1.000000, 1.000000, 0.975000, 0.980000, 0.965517
