loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.400932, 0.311787, 0.311538, 0.269135, 0.371390, 0.311538, 11432.37 M Ops, 228.54 M Ops, 1313.36 M Ops, 7.9872 M, 0.4578 %, 6247.12 uJ, 0.757576, 0.090909, 0.151515, 0.246154
