loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.202869, 0.978378, 0.981284, 0.979960, 0.979140, 0.981284, 2140.96 M Ops, 221.89 M Ops, 39.44 M Ops, 41.0089 M, 0.3571 %, 381.12 uJ, 1.000000, 0.942857, 0.965909, 0.977273, 1.000000, 1.000000, 1.000000, 0.980000, 0.965517
