shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.251073,0.175256,0.251265,134.50 M Ops,10.60 M Ops,41.60 M Ops,0.1823 M,0.4954 %,200.90 uJ,0.175256,0.251265,0.884797
