epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.032393,0.021335,0.110578,0.138067,0.011396,0.006148,0.052474,0.119222
1,0.018096,0.012554,0.055419,0.139429,0.007764,0.003398,0.043668,0.122971
2,0.016035,0.010961,0.050742,0.145014,0.006132,0.002310,0.038212,0.129044
3,0.015049,0.010437,0.046125,0.149817,0.005422,0.001928,0.034935,0.129790
4,0.014630,0.010215,0.044151,0.151851,0.005149,0.001816,0.033331,0.131776
5,0.014503,0.010147,0.043555,0.153376,0.005059,0.001786,0.032722,0.132218
6,0.014387,0.010091,0.042957,0.155106,0.004903,0.001686,0.032177,0.133887
7,0.014291,0.010054,0.042364,0.156098,0.004914,0.001734,0.031794,0.134511
8,0.014196,0.010029,0.041671,0.156222,0.004781,0.001643,0.031387,0.134887
9,0.014158,0.010006,0.041528,0.156801,0.004620,0.001557,0.030626,0.135181
10,0.014064,0.009985,0.040790,0.157276,0.004578,0.001581,0.029968,0.135530
11,0.014005,0.009979,0.040261,0.158463,0.004500,0.001539,0.029609,0.137683
12,0.013964,0.009949,0.040145,0.160120,0.004599,0.001650,0.029492,0.138041
13,0.013961,0.009963,0.039977,0.161461,0.004430,0.001516,0.029139,0.139631
14,0.013927,0.009956,0.039709,0.162266,0.004361,0.001446,0.029156,0.140552
15,0.013939,0.009947,0.039920,0.162567,0.004471,0.001534,0.029370,0.141102
16,0.013900,0.009942,0.039572,0.164225,0.004467,0.001584,0.028830,0.143649
17,0.013857,0.009936,0.039212,0.166511,0.004459,0.001586,0.028730,0.144438
