epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.551149,0.356084,0.733665,0.187728,0.000001,0.708293,0.550973,0.810098,0.149220,0.541206,0.494459
1,0.443581,0.303830,0.844231,0.131308,0.000001,0.636224,0.511802,0.824153,0.116181,0.512536,0.480061
2,0.409322,0.291179,0.847578,0.109668,0.000001,0.611888,0.500887,0.812064,0.102880,0.502617,0.474907
3,0.394794,0.284711,0.832674,0.101756,0.000001,0.601768,0.496526,0.796474,0.097277,0.498177,0.472645
4,0.386860,0.279872,0.817614,0.098812,0.000001,0.598205,0.494319,0.777347,0.096113,0.494764,0.470489
5,0.381792,0.276279,0.799703,0.097516,0.000001,0.607777,0.505198,0.760068,0.094978,0.495512,0.471306
6,0.378750,0.273037,0.782797,0.097884,0.000001,0.603482,0.498593,0.739072,0.097499,0.490287,0.467943
7,0.376071,0.269601,0.769640,0.098774,0.000001,0.594244,0.490139,0.733261,0.096772,0.490844,0.468817
8,0.374618,0.266824,0.760596,0.100189,0.000000,0.597841,0.490597,0.720921,0.100034,0.489652,0.467956
9,0.373281,0.264197,0.754491,0.101539,0.000000,0.599345,0.493049,0.718638,0.099110,0.491912,0.469642
10,0.371415,0.261591,0.750178,0.102322,0.000000,0.600688,0.492216,0.714442,0.101328,0.491414,0.469676
11,0.369689,0.259451,0.749054,0.102748,0.000000,0.599080,0.488579,0.713824,0.103363,0.490146,0.468915
12,0.369375,0.259123,0.748804,0.102763,0.000000,0.595876,0.488281,0.715129,0.100444,0.490604,0.469350
13,0.369579,0.259177,0.748503,0.102917,0.000000,0.599668,0.491385,0.713183,0.101151,0.491399,0.469941
14,0.369744,0.259326,0.748048,0.102937,0.000000,0.600771,0.492462,0.713814,0.101171,0.491474,0.469845
15,0.369180,0.258617,0.747766,0.103085,0.000000,0.604160,0.494241,0.711420,0.102806,0.491438,0.469711
16,0.369433,0.258921,0.747955,0.103033,0.000000,0.596811,0.489389,0.715402,0.100267,0.491412,0.470034
17,0.368883,0.258375,0.747634,0.103032,0.000000,0.598671,0.490917,0.714593,0.100608,0.491859,0.469996
18,0.369046,0.258531,0.747609,0.103039,0.000000,0.599612,0.491571,0.715615,0.100885,0.491822,0.470055
19,0.369392,0.258853,0.747486,0.103065,0.000000,0.598866,0.490378,0.712699,0.101361,0.491566,0.469859
