epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.861979,0.717829,0.672585,0.137424,0.000030,1.833830,1.724762,0.724711,0.101821,1.725122,0.919608
1,0.736100,0.652275,0.829250,0.075532,0.000039,1.691701,1.616157,0.810713,0.067437,1.615944,0.875199
2,0.695032,0.628004,0.858314,0.058444,0.000051,1.660436,1.592258,0.798317,0.060196,1.590648,0.863430
3,0.680814,0.617518,0.837687,0.054919,0.000062,1.643824,1.577173,0.768410,0.058967,1.576446,0.857354
4,0.673074,0.610500,0.809796,0.054475,0.000064,1.633070,1.567796,0.743166,0.057843,1.568748,0.854061
5,0.667834,0.605453,0.783612,0.054544,0.000063,1.628081,1.563659,0.715360,0.057268,1.565487,0.852548
6,0.663454,0.600861,0.759802,0.054995,0.000061,1.628112,1.563875,0.691768,0.057320,1.564379,0.851672
7,0.659786,0.596771,0.741486,0.055599,0.000078,1.625930,1.562021,0.676028,0.057149,1.564343,0.851243
8,0.656851,0.593384,0.723413,0.056232,0.000071,1.626590,1.562533,0.663200,0.057425,1.563467,0.850361
9,0.653612,0.589613,0.710015,0.056898,0.000067,1.630469,1.565206,0.641915,0.058843,1.563609,0.850211
10,0.651226,0.586683,0.696798,0.057575,0.000075,1.629395,1.565712,0.642504,0.057257,1.564390,0.850605
11,0.648792,0.584042,0.690387,0.057845,0.000070,1.628912,1.565040,0.639715,0.057475,1.564327,0.850439
12,0.648666,0.583747,0.689423,0.058024,0.000076,1.628674,1.564492,0.635700,0.057825,1.563843,0.850281
13,0.648474,0.583432,0.687681,0.058164,0.000074,1.631289,1.566163,0.630767,0.058819,1.563227,0.850000
14,0.648088,0.583066,0.686568,0.058156,0.000069,1.628563,1.563608,0.630532,0.058650,1.563789,0.850134
