loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.236505, 0.225513, 0.294798, 0.852238, 199.79 M Ops, 29.82 M Ops, 13.08 M Ops, 0.2700 M, 0.3871 %, 86.99 uJ
