loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.435942,0.413029,0.431416,120.87 M Ops,15.39 M Ops,4.03 M Ops,0.5489 M,0.2319 %,32.38 uJ,0.562548,0.522089,0.736129
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434735,0.410340,0.429706,120.87 M Ops,17.54 M Ops,4.03 M Ops,0.5489 M,0.2319 %,34.32 uJ,0.559680,0.521796,0.737847
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.433709,0.408077,0.428721,120.87 M Ops,17.72 M Ops,11.61 M Ops,0.5489 M,0.2557 %,69.36 uJ,0.557108,0.520482,0.739292
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434571,0.409656,0.429404,120.87 M Ops,17.99 M Ops,11.61 M Ops,0.5489 M,0.2503 %,69.61 uJ,0.559903,0.521541,0.738284
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434580,0.409914,0.429211,120.87 M Ops,18.08 M Ops,11.61 M Ops,0.5489 M,0.2490 %,69.69 uJ,0.555343,0.519395,0.738119
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434404,0.408800,0.429364,120.87 M Ops,17.91 M Ops,11.61 M Ops,0.5489 M,0.2495 %,69.54 uJ,0.559665,0.521980,0.738831
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.444363,0.428546,0.440891,120.87 M Ops,5.01 M Ops,89.35 M Ops,0.5489 M,0.2519 %,415.50 uJ,0.578546,0.529884,0.726216
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.439528,0.419692,0.434817,120.87 M Ops,14.97 M Ops,4.03 M Ops,0.5489 M,0.2358 %,32.01 uJ,0.565759,0.523736,0.731872
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.439128,0.419536,0.433919,120.87 M Ops,17.54 M Ops,4.03 M Ops,0.5489 M,0.2320 %,34.32 uJ,0.565251,0.522471,0.731972
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434098,0.406823,0.428421,120.87 M Ops,16.71 M Ops,4.03 M Ops,0.5489 M,0.2286 %,33.57 uJ,0.552060,0.519219,0.740093
