loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.420644, 0.413132, 0.432151, 0.736063, 61.07 M Ops, 7.94 M Ops, 2.30 M Ops, 0.2720 M, 0.4397 %, 17.74 uJ
