loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.419672, 0.412540, 0.432065, 0.736441, 80.90 M Ops, 8.30 M Ops, 3.35 M Ops, 0.2764 M, 0.4832 %, 22.86 uJ
