raw_accuracy, raw_precision, raw_recall, raw_f-score, adj_accuracy, adj_precision, adj_recall, adj_f-score
0.888617, 0.284130, 0.036876, 0.065280, 0.957714, 0.881629, 0.691996, 0.775386
