loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.842649, 0.627412, 0.627412, 0.624637, 0.631295, 0.627412, 1182.53 M Ops, 91.46 M Ops, 233.92 M Ops, 7.1631 M, 0.4210 %, 1158.35 uJ, 0.713394, 0.541430
