epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_tot_acc,val_acc,val_f1,val_pre
0,0.695639,0.691540,0.040997,0.692577,0.689863,0.027139,0.546538,0.546538,0.528021,0.555201
1,0.684913,0.681067,0.038460,0.682656,0.680026,0.026299,0.567821,0.567821,0.559265,0.573530
2,0.652898,0.649225,0.036730,0.662047,0.659281,0.027659,0.604143,0.604143,0.592203,0.617958
3,0.592858,0.589120,0.037376,0.653476,0.650496,0.029802,0.620034,0.620034,0.608884,0.635483
4,0.516578,0.512724,0.038544,0.650445,0.647451,0.029942,0.624291,0.624291,0.620239,0.629831
5,0.446526,0.442588,0.039389,0.675771,0.672688,0.030833,0.633655,0.633655,0.633264,0.634227
6,0.410554,0.406434,0.041201,0.675697,0.672267,0.034300,0.641884,0.641884,0.641833,0.641965
7,0.388802,0.384462,0.043398,0.712620,0.709179,0.034405,0.628547,0.628547,0.627310,0.630276
8,0.347156,0.342654,0.045027,0.757511,0.753954,0.035568,0.626844,0.626845,0.626693,0.627051
9,0.325695,0.321058,0.046372,0.762693,0.759053,0.036398,0.629966,0.629966,0.629258,0.630966
10,0.298000,0.293279,0.047203,0.821997,0.818245,0.037524,0.625142,0.625142,0.620074,0.632195
11,0.273878,0.268993,0.048853,0.809034,0.805150,0.038842,0.621453,0.621453,0.621312,0.621634
12,0.261283,0.256306,0.049770,0.833731,0.829777,0.039538,0.627696,0.627696,0.627653,0.627755
13,0.252312,0.247298,0.050138,0.854329,0.850349,0.039808,0.624858,0.624858,0.624423,0.625440
14,0.248561,0.243491,0.050695,0.825608,0.821551,0.040572,0.626844,0.626845,0.624592,0.629964
15,0.241601,0.236468,0.051331,0.816856,0.812753,0.041035,0.620885,0.620885,0.618842,0.623534
16,0.234679,0.229478,0.052013,0.824144,0.819912,0.042313,0.622872,0.622872,0.622562,0.623277
17,0.234216,0.228931,0.052851,0.827216,0.822944,0.042721,0.627412,0.627412,0.627001,0.627976
18,0.225472,0.220147,0.053248,0.839330,0.835026,0.043043,0.621737,0.621737,0.621565,0.621958
19,0.224039,0.218682,0.053570,0.853000,0.848656,0.043440,0.622872,0.622872,0.622574,0.623261
20,0.219492,0.214114,0.053778,0.854501,0.850133,0.043678,0.625709,0.625709,0.625502,0.625989
21,0.213731,0.208346,0.053853,0.838900,0.834521,0.043787,0.623156,0.623155,0.621458,0.625405
22,0.210602,0.205222,0.053803,0.832388,0.828016,0.043714,0.631952,0.631952,0.630106,0.634641
23,0.208194,0.202826,0.053681,0.834266,0.829904,0.043623,0.626277,0.626277,0.624432,0.628808
24,0.206938,0.201587,0.053512,0.836280,0.831931,0.043493,0.627696,0.627696,0.625873,0.630234
25,0.206277,0.200943,0.053341,0.833154,0.828819,0.043354,0.627696,0.627696,0.625431,0.630860
26,0.205777,0.200461,0.053160,0.837279,0.832957,0.043216,0.626277,0.626277,0.623640,0.629919
27,0.205378,0.200077,0.053010,0.835106,0.830794,0.043126,0.626277,0.626277,0.624054,0.629336
28,0.205092,0.199803,0.052891,0.835108,0.830802,0.043057,0.626277,0.626277,0.624432,0.628808
29,0.204918,0.199645,0.052734,0.831717,0.827437,0.042799,0.631101,0.631101,0.628444,0.634961
30,0.204789,0.199533,0.052559,0.836254,0.831982,0.042722,0.629966,0.629966,0.627748,0.633139
31,0.204687,0.199443,0.052446,0.836047,0.831782,0.042654,0.628547,0.628547,0.627133,0.630527
32,0.204656,0.199423,0.052325,0.833779,0.829520,0.042589,0.625142,0.625142,0.623137,0.627862
33,0.204600,0.199374,0.052259,0.836137,0.831882,0.042554,0.628831,0.628831,0.627215,0.631104
34,0.204641,0.199423,0.052181,0.823971,0.819719,0.042514,0.630250,0.630250,0.628541,0.632691
35,0.204540,0.199328,0.052114,0.817036,0.812790,0.042454,0.626844,0.626845,0.625262,0.629024
36,0.204489,0.199285,0.052034,0.819059,0.814819,0.042409,0.622872,0.622872,0.620727,0.625715
37,0.204447,0.199248,0.051983,0.832507,0.828270,0.042361,0.624291,0.624291,0.621764,0.627702
38,0.204382,0.199189,0.051926,0.844100,0.839870,0.042304,0.626561,0.626561,0.623798,0.630391
39,0.204348,0.199162,0.051861,0.857355,0.853128,0.042265,0.623156,0.623155,0.619983,0.627411
40,0.204325,0.199145,0.051805,0.862652,0.858428,0.042241,0.623156,0.623155,0.620062,0.627302
41,0.204295,0.199118,0.051769,0.861023,0.856802,0.042209,0.618331,0.618331,0.614809,0.622824
42,0.204275,0.199103,0.051721,0.855842,0.851623,0.042182,0.624007,0.624007,0.620781,0.628374
43,0.204258,0.199088,0.051700,0.849777,0.845559,0.042181,0.625426,0.625426,0.622872,0.628918
44,0.204194,0.199026,0.051678,0.845061,0.840844,0.042162,0.624574,0.624574,0.622206,0.627778
45,0.204173,0.199008,0.051646,0.842864,0.838649,0.042152,0.625709,0.625709,0.623245,0.629087
46,0.204142,0.198980,0.051624,0.844603,0.840388,0.042151,0.625142,0.625142,0.622424,0.628852
47,0.204124,0.198963,0.051604,0.847340,0.843127,0.042138,0.626844,0.626845,0.623915,0.630923
48,0.204112,0.198951,0.051606,0.847724,0.843509,0.042141,0.626561,0.626561,0.623761,0.630444
49,0.204095,0.198935,0.051601,0.846863,0.842649,0.042138,0.627412,0.627412,0.624637,0.631295
