epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.510688,0.359435,0.969807,0.141552,0.000052,0.855809,0.715490,0.871342,0.131605,tensor(0.7052),tensor(0.5695)
1,0.444784,0.305245,0.868770,0.130851,0.000013,0.878373,0.737757,0.770485,0.132911,tensor(0.7403),tensor(0.5845)
2,0.413489,0.273594,0.815726,0.131737,0.000014,0.880193,0.741815,0.736950,0.131008,tensor(0.7440),tensor(0.5848)
3,0.393689,0.251291,0.793317,0.134464,0.000015,0.889528,0.744622,0.717499,0.137731,tensor(0.7482),tensor(0.5879)
4,0.371733,0.228148,0.782164,0.135763,0.000010,0.875942,0.735674,0.714822,0.133120,tensor(0.7384),tensor(0.5857)
5,0.368339,0.223957,0.779027,0.136591,0.000010,0.877991,0.738737,0.710719,0.132148,tensor(0.7390),tensor(0.5851)
6,0.367603,0.222053,0.777550,0.137773,0.000011,0.880863,0.738364,0.710242,0.135396,tensor(0.7428),tensor(0.5881)
7,0.365324,0.219216,0.776282,0.138345,0.000011,0.878749,0.736086,0.707301,0.135590,tensor(0.7384),tensor(0.5860)
0,0.560692,0.411085,0.979000,0.139814,0.000052,1.129061,0.986684,0.882927,0.133547,tensor(0.9953),tensor(0.6702)
1,0.490756,0.352355,0.887683,0.129523,0.000017,1.202766,1.066042,0.807957,0.128644,tensor(1.0557),tensor(0.6936)
2,0.457332,0.318539,0.844796,0.130344,0.000028,1.197420,1.060118,0.768861,0.129613,tensor(1.0615),tensor(0.6962)
3,0.433967,0.294033,0.822140,0.131712,0.000025,1.157724,1.015915,0.739494,0.134414,tensor(1.0228),tensor(0.6956)
4,0.410257,0.269625,0.805740,0.132574,0.000018,1.169383,1.037030,0.743629,0.124916,tensor(1.0352),tensor(0.6962)
5,0.406866,0.265240,0.803214,0.133593,0.000015,1.196127,1.057359,0.738467,0.131384,tensor(1.0374),tensor(0.6949)
6,0.404976,0.262456,0.802321,0.134496,0.000017,1.175483,1.038224,0.736340,0.129896,tensor(1.0393),tensor(0.6977)
7,0.403933,0.260670,0.799929,0.135263,0.000019,1.178292,1.041557,0.733167,0.129403,tensor(1.0416),tensor(0.6999)
0,0.618921,0.465439,0.985663,0.143623,0.000034,1.390175,1.249117,0.894014,0.132118,tensor(1.2469),tensor(0.7533)
1,0.540719,0.402260,0.885641,0.129602,0.000008,1.394192,1.257218,0.798419,0.128990,tensor(1.2559),tensor(0.7650)
2,0.504009,0.364974,0.831214,0.130723,0.000012,1.405804,1.272109,0.757882,0.126116,tensor(1.2713),tensor(0.7724)
3,0.478669,0.337646,0.805282,0.132970,0.000011,1.423524,1.285316,0.738317,0.130825,tensor(1.2861),tensor(0.7839)
4,0.453213,0.311829,0.789156,0.133493,0.000005,1.413952,1.278592,0.727975,0.128080,tensor(1.2786),tensor(0.7778)
5,0.449220,0.306693,0.787660,0.134650,0.000006,1.415913,1.278992,0.724084,0.129680,tensor(1.2779),tensor(0.7793)
6,0.446918,0.303830,0.785177,0.135236,0.000006,1.424585,1.285846,0.718863,0.131551,tensor(1.2871),tensor(0.7819)
7,0.443831,0.300772,0.784203,0.135217,0.000006,1.433902,1.297142,0.722379,0.129536,tensor(1.2978),tensor(0.7846)
0,0.723524,0.569239,0.978898,0.144494,0.000038,1.713470,1.571162,0.899990,0.133309,tensor(1.5711),tensor(0.8600)
1,0.632779,0.490904,0.892402,0.132951,0.000011,1.674539,1.531677,0.807788,0.134784,tensor(1.5319),tensor(0.8621)
2,0.585253,0.442083,0.839403,0.134775,0.000014,1.726331,1.586874,0.759553,0.131861,tensor(1.5889),tensor(0.8833)
3,0.549789,0.405319,0.811769,0.136352,0.000013,1.770870,1.628834,0.740349,0.134632,tensor(1.6304),tensor(0.8994)
4,0.524993,0.379265,0.796656,0.137761,0.000015,1.736224,1.592510,0.723747,0.136477,tensor(1.5911),tensor(0.8877)
5,0.496262,0.351817,0.784820,0.136596,0.000008,1.745836,1.611062,0.720512,0.127569,tensor(1.6117),tensor(0.8952)
6,0.490379,0.345470,0.780430,0.137104,0.000007,1.752110,1.615300,0.715810,0.129652,tensor(1.6165),tensor(0.8973)
7,0.487350,0.341540,0.778766,0.138022,0.000007,1.749223,1.611272,0.712550,0.130825,tensor(1.6112),tensor(0.8953)
8,0.484795,0.338657,0.777834,0.138359,0.000007,1.745973,1.605270,0.709645,0.133607,tensor(1.6032),tensor(0.8941)
