epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.692310,0.550310,0.677995,0.135220,0.000036,1.300556,1.198835,0.768746,0.094034,1.175864,0.742479
1,0.552244,0.474288,0.853682,0.069418,0.000057,1.149226,1.081391,0.826212,0.059574,1.083776,0.697942
2,0.514118,0.450147,0.852280,0.055447,0.000059,1.118235,1.053213,0.796132,0.057061,1.052778,0.682750
3,0.502452,0.439805,0.819151,0.054455,0.000060,1.089315,1.022940,0.747454,0.058901,1.028331,0.672323
4,0.496443,0.433681,0.788497,0.054876,0.000070,1.076123,1.010860,0.719562,0.058067,1.014983,0.666509
5,0.488662,0.425623,0.761675,0.055422,0.000065,1.076901,1.011280,0.693056,0.058691,1.006254,0.662552
6,0.485593,0.422180,0.738543,0.056026,0.000062,1.062393,0.996293,0.671313,0.059387,1.000853,0.660671
7,0.482598,0.418928,0.720610,0.056464,0.000063,1.083109,1.019144,0.662524,0.057340,0.997621,0.659270
8,0.481994,0.417811,0.703813,0.057144,0.000073,1.081122,1.016655,0.640887,0.058058,0.994511,0.657561
9,0.478238,0.413463,0.688093,0.057893,0.000074,1.052103,0.987119,0.628226,0.058702,0.993878,0.657533
10,0.477012,0.411677,0.674985,0.058585,0.000064,1.053174,0.988589,0.625948,0.058325,0.992717,0.656878
11,0.475229,0.409222,0.664533,0.059361,0.000068,1.051885,0.984349,0.600333,0.061532,0.992195,0.656574
12,0.473915,0.407302,0.655200,0.060060,0.000079,1.050835,0.985709,0.607320,0.059052,0.992258,0.656667
13,0.473149,0.405829,0.645390,0.060865,0.000067,1.052524,0.986409,0.594027,0.060175,0.990200,0.655833
14,0.472940,0.404821,0.637324,0.061745,0.000073,1.051704,0.984597,0.586032,0.061246,0.992296,0.657163
15,0.470916,0.402077,0.632382,0.062514,0.000113,1.054097,0.987424,0.591174,0.060762,0.990330,0.656219
16,0.469921,0.400801,0.627929,0.062840,0.000070,1.069687,1.002502,0.587212,0.061313,0.990510,0.656391
17,0.471681,0.402352,0.626990,0.063058,0.000071,1.067215,0.997348,0.572856,0.064139,0.989157,0.655672
18,0.471562,0.402338,0.626499,0.062958,0.000075,1.056868,0.988548,0.579126,0.062529,0.988454,0.655705
