loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.334029,0.300627,0.334200,37.07 M Ops,4.88 M Ops,2.54 M Ops,0.1838 M,0.4458 %,16.07 uJ,0.366331,0.376256,0.803868
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.333066,0.299635,0.333232,37.07 M Ops,4.83 M Ops,2.54 M Ops,0.1838 M,0.4466 %,16.02 uJ,0.364513,0.374814,0.804515
