loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.202650, 0.972973, 0.977244, 0.975016, 0.973604, 0.977244, 5220.68 M Ops, 625.86 M Ops, 60.35 M Ops, 27.2058 M, 0.3749 %, 840.87 uJ, 1.000000, 0.942857, 0.954545, 0.977273, 1.000000, 1.000000, 0.975000, 0.980000, 0.965517
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.177243, 0.978378, 0.977200, 0.976290, 0.975916, 0.977200, 5220.68 M Ops, 641.79 M Ops, 60.35 M Ops, 27.2058 M, 0.3757 %, 855.21 uJ, 1.000000, 0.942857, 0.988636, 0.977273, 1.000000, 1.000000, 0.975000, 0.980000, 0.931035
