loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.429258,0.406258,0.428166,131.62 M Ops,18.70 M Ops,4.40 M Ops,0.5650 M,0.3738 %,37.06 uJ,0.552337,0.519127,0.740454
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.429258,0.406258,0.428166,131.62 M Ops,18.70 M Ops,4.40 M Ops,0.5650 M,0.3738 %,37.06 uJ,0.552337,0.519127,0.740454
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.429258,0.406258,0.428166,131.62 M Ops,18.70 M Ops,4.40 M Ops,0.5650 M,0.3738 %,37.06 uJ,0.552337,0.519127,0.740454
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.428473,0.406165,0.427368,131.81 M Ops,18.29 M Ops,4.58 M Ops,0.5640 M,0.4377 %,37.53 uJ,0.553540,0.519713,0.740514
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432511,0.411447,0.431397,131.81 M Ops,19.16 M Ops,4.58 M Ops,0.5640 M,0.4345 %,38.31 uJ,0.563919,0.524754,0.737139
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.428473,0.406165,0.427368,131.81 M Ops,18.29 M Ops,4.58 M Ops,0.5640 M,0.4377 %,37.53 uJ,0.553540,0.519713,0.740514
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430032,0.408538,0.428914,131.81 M Ops,18.52 M Ops,4.58 M Ops,0.5640 M,0.4358 %,37.74 uJ,0.556991,0.521178,0.738998
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.431763,0.410708,0.430670,131.79 M Ops,18.92 M Ops,4.57 M Ops,0.5639 M,0.4317 %,38.05 uJ,0.560242,0.523073,0.737611
