epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.576025,0.576025,1.000000,0.584599,0.584599,0.000000,0.000000,0.675173,0.584441
1,0.556256,0.556256,1.000000,0.574936,0.574936,0.000000,0.000000,0.660094,0.574828
2,0.550585,0.550585,1.000000,0.571970,0.571970,0.000000,0.000000,0.656741,0.571915
3,0.548381,0.548381,1.000000,0.569740,0.569740,0.000000,0.000000,0.653568,0.569667
4,0.546148,0.546148,1.000000,0.568107,0.568107,0.000000,0.000000,0.651254,0.568024
5,0.544273,0.544273,1.000000,0.566545,0.566545,0.000000,0.000000,0.648703,0.566495
6,0.542949,0.542949,1.000000,0.568613,0.568613,0.000000,0.000000,0.655009,0.568688
7,0.541738,0.541738,1.000000,0.566022,0.566022,0.000000,0.000000,0.650351,0.566061
8,0.539788,0.539788,1.000000,0.567995,0.567995,0.000000,0.000000,0.655804,0.568157
9,0.538535,0.538535,1.000000,0.566641,0.566641,0.000000,0.000000,0.651467,0.566378
0,1.230147,0.575917,0.654230,0.071186,1.254540,0.584317,0.670223,0.096142,0.674504,0.584160
1,1.170708,0.556152,0.614556,0.082519,1.198207,0.574850,0.623357,0.102339,0.659880,0.574742
2,1.125566,0.550606,0.574960,0.088010,1.151293,0.571884,0.579409,0.108242,0.656426,0.571829
3,1.087640,0.548447,0.539193,0.092828,1.109665,0.569666,0.539999,0.113226,0.653467,0.569593
4,1.052542,0.546323,0.506219,0.097684,1.071351,0.567979,0.503372,0.119125,0.650790,0.567896
5,1.020870,0.544623,0.476247,0.102222,1.037771,0.566350,0.471421,0.123784,0.648156,0.566302
6,0.992400,0.543397,0.449003,0.106859,1.008226,0.567431,0.440795,0.129103,0.652210,0.567503
7,0.967232,0.542682,0.424549,0.111305,0.980434,0.565252,0.415182,0.134200,0.648050,0.565288
8,0.943599,0.540974,0.402625,0.115919,0.959505,0.567258,0.392247,0.139590,0.654123,0.567419
9,0.923315,0.540027,0.383288,0.120867,0.937132,0.564365,0.372768,0.144492,0.646899,0.564097
10,0.905196,0.539622,0.365574,0.125659,0.916140,0.563426,0.352714,0.149097,0.646171,0.563514
11,0.887762,0.538225,0.349536,0.130019,0.898628,0.563125,0.335504,0.155528,0.646053,0.562984
12,0.872485,0.537716,0.334769,0.133998,0.883124,0.562074,0.321050,0.157080,0.645303,0.562317
13,0.858621,0.537979,0.320642,0.136496,0.865828,0.560528,0.305301,0.160148,0.642736,0.560634
14,0.842295,0.536448,0.305847,0.138917,0.853260,0.562536,0.290724,0.161354,0.647111,0.562553
15,0.825632,0.535741,0.289891,0.140711,0.837461,0.564455,0.273007,0.162286,0.651338,0.564106
