loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.401731, 0.389265, 0.421033, 0.751311, 708.19 M Ops, 63.90 M Ops, 21.79 M Ops, 0.9620 M, 0.3806 %, 157.74 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.400155, 0.387962, 0.419567, 0.752144, 708.19 M Ops, 69.34 M Ops, 21.79 M Ops, 0.9620 M, 0.3845 %, 162.64 uJ
