loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.454558, 0.790244, 0.682136, 0.700994, 0.752548, 0.682136, 5577.08 M Ops, 170.46 M Ops, 2323.81 M Ops, 5.9720 M, 0.4709 %, 10842.93 uJ, 0.925676, 0.438596
