epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.822453,0.632354,0.950468,0.180594,0.000002,1.612178,1.432437,0.924288,0.170498,1.431689,0.858584
1,0.677687,0.522578,0.954341,0.145565,0.000001,1.455264,1.308646,0.940110,0.137217,1.308787,0.803806
2,0.610900,0.484594,0.961071,0.116695,0.000001,1.417408,1.296224,0.946449,0.111720,1.296699,0.790324
3,0.569015,0.461377,0.965543,0.097983,0.000001,1.393160,1.287569,0.951359,0.096078,1.286877,0.782278
4,0.544481,0.447079,0.969592,0.087706,0.000001,1.404304,1.307664,0.956555,0.087074,1.308164,0.784980
5,0.528554,0.437707,0.971103,0.081136,0.000001,1.419183,1.327451,0.956307,0.082169,1.327690,0.789212
6,0.517581,0.429756,0.970002,0.078125,0.000001,1.430556,1.340849,0.954875,0.080159,1.340308,0.792577
7,0.512215,0.425189,0.969402,0.077332,0.000001,1.439594,1.349528,0.953278,0.080534,1.350084,0.794544
8,0.511268,0.424464,0.969100,0.077113,0.000001,1.443395,1.354096,0.953650,0.079762,1.354802,0.795556
9,0.510583,0.423776,0.968928,0.077118,0.000001,1.441055,1.351572,0.953098,0.079952,1.351695,0.794964
10,0.509813,0.423160,0.968828,0.076965,0.000001,1.439207,1.349872,0.952510,0.079809,1.349784,0.794711
